surface,tourney_date,player_one,player_two,player_one_ht,player_two_ht,player_one_age,player_two_age,player_one_hand,player_two_hand,player_one_ace,player_two_ace,player_one_df,player_two_df,player_one_break_point_saved,player_two_break_point_saved,player_one_break_point_faced,player_two_break_point_faced,player_one_rank,player_two_rank,player_one_rank_points,player_two_rank_points,FTR,player_one_win_percentage,player_two_win_percentage
Hard,18-01-2010,Marco Chiudinelli,Marinko Matosevic,185,194,28.3559206,24.44626968,R,R,4,11,3,5,7,6,12,12,58,180,775,270,W,72.15189873,58.2278481
Hard,18-01-2010,Kristof Vliegen,Michael Berrer,193,193,27.57563313,29.54962355,R,L,5,10,4,4,7,0,14,0,112,66,485,653,L,53.7037037,92.10526316
Hard,18-01-2010,Denis Istomin,Jeremy Chardy,188,188,23.36481862,22.93223819,R,R,6,5,2,7,1,5,1,12,103,34,515,1090,W,82.5,60
Hard,18-01-2010,Mikhail Youzhny,Richard Gasquet,183,185,27.56741958,23.58658453,R,R,12,8,8,8.5,10,4,16,10,20,52,1690,865,W,71.17117117,77.14285714
Hard,18-01-2010,Jan Hajek,Robby Ginepri,180,183,26.45037645,27.28268309,R,R,3,6,3,3,6,8,8,13,92,99,546,529,W,69.8630137,63.01369863
Hard,18-01-2010,Lukasz Kubot,Mischa Zverev,190,190,27.67693361,22.40930869,R,L,5,12,3,3,1,4,3,11,86,78,573,590,W,68.88888889,62.5
Hard,18-01-2010,Santiago Giraldo,Tommy Robredo,188,180,22.14373717,27.71800137,R,R,2,2,0,6,2,8,2,12,114,16,483,2175,W,80,60.37735849
Hard,18-01-2010,Jo-Wilfried Tsonga,Sergiy Stakhovsky,188,193,24.75564682,24.03285421,R,R,15,4,1,6,4,5,6,10,10,62,2875,708,W,82.45614035,63.15789474
Hard,18-01-2010,Fabio Fognini,Taylor Dent,178,188,22.65571526,28.73648186,R,R,2,6,7,3,4,5,12,8,56,79,790,588,L,50,79.48717949
Hard,18-01-2010,Janko Tipsarevic,Ryan Harrison,180,183,25.5742642,17.70020534,R,R,10,5,5,8.5,9,12,11,18,36,181,1060,119,W,65.33333333,63.07692308
Hard,18-01-2010,Simon Greul,Tommy Haas,185,188,28.76659822,31.79466119,R,R,3,14,8.5,4,12,2,18,4,61,17,739,1855,L,63.76811594,69.01408451
Hard,18-01-2010,Nicolas Almagro,Xavier Malisse,183,185,24.41067762,29.50034223,R,R,15,14,5,3,5,10,9,13,25,93,1305,541,W,73.78640777,74.52830189
Hard,18-01-2010,Benjamin Becker,Grega Zemlja,178,183,28.59137577,23.3045859,R,R,8,10,8,3,4,5,8,11,38,169,1016,291,W,80,62.29508197
Hard,18-01-2010,Alejandro Falla,Marcos Daniel,185,180,26.17932923,31.54277892,L,R,2,2,4,8,2,5,2,10,77,88,594,565,W,80,80.64516129
Hard,18-01-2010,Marcel Granollers,Robin Soderling,190,193,23.77002053,25.42915811,R,R,11,8,1,3,6,8,12,15,113,8,483,3323,W,62.63736264,67.01030928
Hard,18-01-2010,Andy Roddick,Thiemo De Bakker,188,193,27.38672142,21.33059548,R,R,8,17,1,2,7,11,7,15,7,80,3126,586,W,74.54545455,65.15151515
Hard,18-01-2010,Teymuraz Gabashvili,Thomaz Bellucci,188,188,24.65708419,22.05338809,R,L,3,9,8.5,6,12,12,18,16,102,35,518,1086,L,65.90909091,73.68421053
Hard,18-01-2010,Feliciano Lopez,Pablo Cuevas,188,180,28.32854209,24.04654346,L,R,13,7,2,8,3,4,5,11,46,48,905,905,W,74.57627119,70.58823529
Hard,18-01-2010,Rainer Schuettler,Sam Querrey,180,198,33.73305955,22.28336756,R,R,1,15,5,6,2,5,5,10,107,29,505,1240,W,73.4375,75.80645161
Hard,18-01-2010,Robin Haase,Tomas Berdych,190,196,22.7871321,24.33675565,R,R,5,2,5,1,3,2,10,3,170.5,21,95,1680,L,53.06122449,78.78787879
Hard,18-01-2010,Daniel Brands,Evgeny Korolev,196,185,22.50787132,21.92744695,R,R,10,2,5,7,2,4,9,7,91,53,550,860,L,59.18367347,72.4137931
Hard,18-01-2010,Marsel Ilhan,Sebastien Grosjean,190,175,22.60643395,31.64134155,R,R,1,4,1,1,10,10,11,16,154,181,322,46,W,66.21621622,65.625
Hard,18-01-2010,Fernando Gonzalez,Olivier Rochus,183,168,29.47296372,28.99931554,R,R,19,5,4,4,4,9,7,15,11,59,2870,769,W,85.71428571,61.44578313
Hard,18-01-2010,Fabrice Santoro,Marin Cilic,178,198,37.10882957,21.30595483,R,R,0,6,1,2,12,2,17,4,67,14,645,2430,L,66.15384615,79.24528302
Hard,18-01-2010,Bernard Tomic,Guillaume Rufin,193,188,17.24298426,19.6495551,R,R,5,2,0,2,5,7,8,13,170.5,173,150,287,W,69.64285714,54.54545455
Hard,18-01-2010,Igor Kunitsyn,Jose Acasuso,180,190,28.30116359,27.24709103,R,R,5,9,2,6,11,5,14,11,100,51,525,870,W,67.67676768,63.93442623
Hard,18-01-2010,Guillermo Garcia Lopez,Stan Wawrinka,188,183,26.6255989,24.81040383,R,R,1,6,8.5,4,3,3,8,3,44,19,954,1765,L,65.38461538,83.72093023
Hard,18-01-2010,Nicolas Lapentti,Viktor Troicki,188,193,33.43189596,23.93702943,R,R,2,15,3,3,5,8,12,10,94,30,540,1220,L,58.49056604,76.66666667
Hard,18-01-2010,Florian Mayer,Philipp Petzschner,190,185,26.28884326,25.82067077,R,R,4,7,2,6,3,3,9,9,60,81,746,582,W,64.28571429,69.8630137
Hard,18-01-2010,Arnaud Clement,James Blake,173,185,32.08761123,30.05886379,R,R,2,9,1,0,9,1,14,2,55,45,797,935,L,63.07692308,81.66666667
Hard,18-01-2010,Juan Martin del Potro,Michael Russell,198,173,21.31964408,31.71800137,R,R,19.5,3,6,8.5,3,8,6,14,5,90,3126,554,W,72.72727273,63.95348837
Hard,18-01-2010,Andy Murray,Kevin Anderson,190,203,22.68035592,23.67145791,R,R,9,2,1,2,3,4,4,12,4,148,3126,347,W,87.5,52
Hard,18-01-2010,Marc Gicquel,Simone Bolelli,188,183,32.80492813,24.27926078,R,R,14,5,4,2,6,6,8,9,57,98,775,529,W,74.28571429,69.73684211
Hard,18-01-2010,Jarkko Nieminen,Nick Lindahl,185,183,28.49007529,21.46748802,L,R,1,7,0,2,7,8,8,13,132,181,398,191,W,72.97297297,67.1875
Hard,18-01-2010,Florent Serra,Jurgen Melzer,180,183,28.88706366,28.65982204,R,L,12,10,2,7,9,6,11,11,64,27,665,1260,W,69.90291262,69.41176471
Hard,18-01-2010,Andreas Seppi,John Isner,190,206,25.908282,24.73100616,R,R,10,19.5,8.5,5,3,6,6,9,49,28,900,1260,L,75.94936709,77.89473684
Hard,18-01-2010,Louk Sorensen,Yen Hsun Lu,175,180,25.0294319,26.4312115,R,R,6,0,2,3,1,8,3,14,170.5,101,156,525,W,76.92307692,66.17647059
Hard,18-01-2010,Antonio Veic,Daniel Koellerer,180,180,21.91649555,26.42299795,R,R,7,1,1,1,7,6,14,14,170.5,73,208,617,W,64.48598131,61.46788991
Hard,18-01-2010,Gael Monfils,Matthew Ebden,193,188,23.38124572,22.14647502,R,R,4,2,4,2,0,3,1,7,12,181,2610,183,W,82.69230769,70.96774194
Hard,18-01-2010,Ivo Karlovic,Radek Stepanek,200.5,185,30.88843258,31.1430527,R,R,19.5,2,8.5,6,10,9,14,12,39,13,1015,2525,W,88.50574713,69.47368421
Hard,18-01-2010,David Guez,Julien Benneteau,185,185,27.11293635,28.07939767,R,R,1,4,5,7,3,6,7,12,133,43,381,969,L,54.32098765,67.74193548
Hard,18-01-2010,Andrey Golubev,Mardy Fish,185,188,22.49418207,28.10951403,R,R,4,3,2,4,5,3,9,10,131,54,407,835,W,63.07692308,67.21311475
Hard,18-01-2010,Horacio Zeballos,Philipp Kohlschreiber,188,178,24.72826831,26.2587269,L,R,7,10,3,4,6,2,13,3,50,26,899,1260,L,61.11111111,83.01886792
Hard,18-01-2010,Blaz Kavcic,Wayne Odesnik,188,180,22.87474333,24.15879535,R,L,1,6,4,3,9,2,16,6,124,89,445,559,L,57.14285714,71.64179104
Hard,18-01-2010,Leonardo Mayer,Lukas Lacko,188,185,22.68035592,22.20944559,R,R,7,7,3,2,3,0,8,0,69,75,637,612,L,60.78431373,89.13043478
Hard,18-01-2010,Peter Luczak,Rafael Nadal,183,185,30.38466804,23.62765229,R,L,7,11,6,1,5,6,9,7,70,2,635,3323,L,68.42105263,76.38888889
Hard,18-01-2010,Roger Federer,Victor Hanescu,185,198,28.44626968,28.49555099,R,R,8,3,1,1,5,6,5,11,1,47,3126,905,W,82,55.73770492
Hard,18-01-2010,Albert Montanes,Stephane Robert,175,185,29.14442163,29.67282683,R,R,13,3,5,7,6,10,10,18,32,104,1185,515,W,70.09345794,59.18367347
Hard,18-01-2010,Donald Young,Lleyton Hewitt,183,180,20.49007529,28.89801506,L,R,7,7,2,1,6,6,12,9,170.5,22,244,1600,L,66,67.85714286
Hard,18-01-2010,David Ferrer,Marcos Baghdatis,175,183,27.79739904,24.58863792,R,R,1,12,1,1,11,5,17,9,18,31,1825,1215,L,62.93103448,75
Hard,18-01-2010,Fernando Verdasco,Ivan Sergeyev,188,175,26.17659138,21.99589322,L,R,6,0,6,7,4,10,5,18,9,181,3126,225,W,73.21428571,52.94117647
Hard,18-01-2010,Ivan Dodig,Stefan Koubek,183,175,25.04312115,33.04312115,R,L,9,9,5,4,5,3,10,4,170.5,134,260,377,L,60.78431373,81.48148148
Hard,18-01-2010,Juan Monaco,Michael Llodra,185,190,25.80698152,29.67008898,R,L,5,6,2,7,8,10,15,18,33,72,1170,627,W,62.24489796,63.41463415
Hard,18-01-2010,Illya Marchenko,Nikolay Davydenko,185,178,22.36276523,28.62970568,R,R,1,9,1,0,4,6,11,7,119,6,455,3323,L,60.52631579,78.57142857
Hard,18-01-2010,Marco Chiudinelli,Novak Djokovic,185,188,28.3559206,22.66119097,R,R,3,12,3,8.5,10,12,18,17,58,3,775,3323,L,57.89473684,74.6835443
Hard,18-01-2010,Denis Istomin,Michael Berrer,188,193,23.36481862,29.54962355,R,L,9,5,2,2,0,4,2,10,103,66,515,653,W,74.57627119,55.71428571
Hard,18-01-2010,Jan Hajek,Mikhail Youzhny,180,183,26.45037645,27.56741958,R,R,0,5,5,1,4,0,10,0,92,20,546,1690,L,45.83333333,91.66666667
Hard,18-01-2010,Lukasz Kubot,Santiago Giraldo,190,188,27.67693361,22.14373717,R,R,17,2,6,2,8,10,11,17,86,114,573,483,W,74.66666667,60.21505376
Hard,18-01-2010,Jo-Wilfried Tsonga,Taylor Dent,188,188,24.75564682,28.73648186,R,R,12,6,0,7,0,6,1,11,10,79,2875,588,W,85.71428571,70
Hard,18-01-2010,Janko Tipsarevic,Tommy Haas,180,188,25.5742642,31.79466119,R,R,14,16,5,7,2,11,8,16,36,17,1060,1855,L,69.6969697,71.91011236
Hard,18-01-2010,Benjamin Becker,Nicolas Almagro,178,183,28.59137577,24.41067762,R,R,14,17,5,1,3,0,7,2,38,25,1016,1305,L,75.36231884,75
Hard,18-01-2010,Alejandro Falla,Marcel Granollers,185,190,26.17932923,23.77002053,L,R,2,3,4,4,2,10,5,18,77,113,594,483,W,73.91304348,54.54545455
Hard,18-01-2010,Andy Roddick,Thomaz Bellucci,188,188,27.38672142,22.05338809,R,L,11,8,0,4,4,6,5,10,7,35,3126,1086,W,79.03225806,63.93442623
Hard,18-01-2010,Feliciano Lopez,Rainer Schuettler,188,180,28.32854209,33.73305955,L,R,10,3,4,4,7,5,9,10,46,107,905,505,W,71.18644068,68.25396825
Hard,18-01-2010,Evgeny Korolev,Tomas Berdych,185,196,21.92744695,24.33675565,R,R,4,4,5,4,4,5,8,12,53,21,860,1680,W,75,60.41666667
Hard,18-01-2010,Fernando Gonzalez,Marsel Ilhan,183,190,29.47296372,22.60643395,R,R,12,4,6,1,2,5,3,9,11,154,2870,322,W,85.9375,59.21052632
Hard,18-01-2010,Bernard Tomic,Marin Cilic,193,198,17.24298426,21.30595483,R,R,4,19.5,8,2,8,8,16,13,170.5,14,150,2430,L,64.0625,74.6835443
Hard,18-01-2010,Igor Kunitsyn,Stan Wawrinka,180,183,28.30116359,24.81040383,R,R,2,12,1,5,2,3,7,3,100,19,525,1765,L,58,87.75510204
Hard,18-01-2010,Florian Mayer,Viktor Troicki,190,193,26.28884326,23.93702943,R,R,6,19.5,0,8.5,4,6,6,11,60,30,746,1220,W,72.28915663,76.38888889
Hard,18-01-2010,James Blake,Juan Martin del Potro,185,198,30.05886379,21.31964408,R,R,16,19,3,8.5,12,5,18,10,45,5,935,3323,L,68.88888889,78.89908257
Hard,18-01-2010,Andy Murray,Marc Gicquel,190,188,22.68035592,32.80492813,R,R,10,1,2,3,6,6,7,12,4,57,3126,775,W,72.34042553,60.37735849
Hard,18-01-2010,Florent Serra,Jarkko Nieminen,180,185,28.88706366,28.49007529,R,L,11,9,7,4,12,11,18,16,64,132,665,398,W,63.47826087,63.51351351
Hard,18-01-2010,John Isner,Louk Sorensen,200.5,175,24.73100616,25.0294319,R,R,19.5,11,2,6,3,3,3,5,28,181,1260,156,W,75.64102564,90.56603774
Hard,18-01-2010,Antonio Veic,Gael Monfils,180,193,21.91649555,23.38124572,R,R,2,7,0,7,1,2,7,5,170.5,12,208,2610,L,60.37735849,72.72727273
Hard,18-01-2010,Ivo Karlovic,Julien Benneteau,200.5,185,30.88843258,28.07939767,R,R,19.5,7,2,4,8,3,10,8,39,43,1015,969,W,83.33333333,62.71186441
Hard,18-01-2010,Andrey Golubev,Ivan Ljubicic,185,193,22.49418207,30.83641342,R,R,6,12,8.5,3,7,5,11,6,131,24,407,1405,L,66.15384615,79.10447761
Hard,18-01-2010,Philipp Kohlschreiber,Wayne Odesnik,178,180,26.2587269,24.15879535,R,L,16,8,3,8.5,12,10,14,15,26,89,1260,559,W,77.92207792,63.93442623
Hard,18-01-2010,Lukas Lacko,Rafael Nadal,185,185,22.20944559,23.62765229,R,L,2,1,5,1,3,0,10,1,75,2,612,3323,L,59.375,71.42857143
Hard,18-01-2010,Albert Montanes,Roger Federer,175,185,29.14442163,28.44626968,R,R,7,10,1,3,3,0,6,0,32,1,1185,3323,L,60,88.46153846
Hard,18-01-2010,Lleyton Hewitt,Marcos Baghdatis,180,183,28.89801506,24.58863792,R,R,1,5,0,2,0,4,0,8,22,31,1600,1215,W,76.47058824,64.70588235
Hard,18-01-2010,Fernando Verdasco,Stefan Koubek,188,175,26.17659138,33.04312115,L,L,0,0,2,2,0,0,0,3,9,134,3126,377,W,98.46938776,44.54347826
Hard,18-01-2010,Juan Monaco,Nikolay Davydenko,185,178,25.80698152,28.62970568,R,R,0,6,0,2,4,1,10,2,33,6,1170,3323,L,46.80851064,71.69811321
Hard,18-01-2010,Denis Istomin,Novak Djokovic,188,188,23.36481862,22.66119097,R,R,3,3,0,7,5,7,14,9,103,3,515,3323,L,45.40816327,72.34042553
Hard,18-01-2010,Jo-Wilfried Tsonga,Tommy Haas,188,188,24.75564682,31.79466119,R,R,19.5,9,3,2,2,6,4,11,10,17,2875,1855,W,77.77777778,66.21621622
Hard,18-01-2010,Alejandro Falla,Nicolas Almagro,185,183,26.17932923,24.41067762,L,R,3,10,2,3,6,3,10,4,77,25,594,1305,L,63.26530612,87.75510204
Hard,18-01-2010,Andy Roddick,Feliciano Lopez,188,188,27.38672142,28.32854209,R,L,19.5,19.5,3,5,4,12,5,17,7,46,3126,905,W,80,73.19587629
Hard,18-01-2010,Evgeny Korolev,Fernando Gonzalez,185,183,21.92744695,29.47296372,R,R,16,18,7,5,7,6,11,9,53,11,860,2870,L,78.16091954,81.11111111
Hard,18-01-2010,Marin Cilic,Stan Wawrinka,198,183,21.30595483,24.81040383,R,R,10,10,2,6,5,5,7,10,14,19,2430,1765,W,80.88235294,75.36231884
Hard,18-01-2010,Florian Mayer,Juan Martin del Potro,190,198,26.28884326,21.31964408,R,R,5,11,3,5,9,5,14,10,60,5,746,3323,L,64,70.83333333
Hard,18-01-2010,Andy Murray,Florent Serra,190,180,22.68035592,28.88706366,R,R,14,5,3,2,0,9,3,16,4,64,3126,665,W,79.06976744,51.42857143
Hard,18-01-2010,Gael Monfils,John Isner,193,206,23.38124572,24.73100616,R,R,12,19.5,7,3,1,4,5,7,12,28,2610,1260,L,71.05263158,79.31034483
Hard,18-01-2010,Ivan Ljubicic,Ivo Karlovic,193,208,30.83641342,30.88843258,R,R,15,19.5,0,2,8,6,10,7,24,39,1405,1015,L,75.29411765,86.07594937
Hard,18-01-2010,Philipp Kohlschreiber,Rafael Nadal,178,185,26.2587269,23.62765229,R,L,11,6,4,3,7,12,12,15,26,2,1260,3323,L,67.94871795,69.04761905
Hard,18-01-2010,Lleyton Hewitt,Roger Federer,180,185,28.89801506,28.44626968,R,R,5,7,2,0,10,4,15,5,22,1,1600,3323,L,60.6557377,76
Hard,18-01-2010,Fernando Verdasco,Nikolay Davydenko,188,178,26.17659138,28.62970568,L,R,14,6,8.5,5,5,8,12,12,9,6,3126,3323,L,72.72727273,67.59259259
Hard,18-01-2010,Lukasz Kubot,Novak Djokovic,190,188,27.67693361,22.66119097,R,R,4,10,4,1,3,1,9,2,86,3,573,3323,L,67.39130435,80.39215686
Hard,18-01-2010,Jo-Wilfried Tsonga,Nicolas Almagro,188,183,24.75564682,24.41067762,R,R,19.5,13,4,1,3,8,4,11,10,25,2875,1305,W,84.94623656,75.18796992
Hard,18-01-2010,Andy Roddick,Fernando Gonzalez,188,183,27.38672142,29.47296372,R,R,19.5,17,0,8.5,2,12,4,18,7,11,3126,2870,W,87.05882353,75.70093458
Hard,18-01-2010,Juan Martin del Potro,Marin Cilic,198,198,21.31964408,21.30595483,R,R,19,19.5,3,7,12,7,16,10,5,14,3126,2430,L,72.22222222,83.16831683
Hard,18-01-2010,Andy Murray,John Isner,190,206,22.68035592,24.73100616,R,R,5,14,1,2,4,3,4,5,4,28,3126,1260,W,81.53846154,70.49180328
Hard,18-01-2010,Ivo Karlovic,Rafael Nadal,200.5,185,30.88843258,23.62765229,R,L,19.5,2,2,2,3,1,6,2,39,2,1015,3323,L,76.71232877,77.77777778
Hard,18-01-2010,Nikolay Davydenko,Roger Federer,178,185,28.62970568,28.44626968,R,R,1,8,4,4,6,12,14,18,6,1,3126,3323,L,59.09090909,67.12328767
Hard,18-01-2010,Jo-Wilfried Tsonga,Novak Djokovic,188,188,24.75564682,22.66119097,R,R,19,2,2,8.5,10,4,16,11,10,3,2875,3323,W,67.88990826,67
Hard,18-01-2010,Andy Roddick,Marin Cilic,188,198,27.38672142,21.30595483,R,R,15,19.5,1,6,8,10,13,16,7,14,3126,2430,L,68.88888889,75.32467532
Hard,18-01-2010,Andy Murray,Rafael Nadal,190,185,22.68035592,23.62765229,R,L,12,1,1,1,10,6,12,10,4,2,3126,3323,W,77.19298246,62.5
Hard,18-01-2010,Jo-Wilfried Tsonga,Roger Federer,188,185,24.75564682,28.44626968,R,R,6,4,5,0,5,0,10,0,10,1,2875,3323,L,66.66666667,84.09090909
Hard,18-01-2010,Andy Murray,Marin Cilic,190,198,22.68035592,21.30595483,R,R,4,6,1,6,6,11,9,16,4,14,3126,2430,W,75,70
Hard,18-01-2010,Andy Murray,Roger Federer,190,185,22.68035592,28.44626968,R,R,10,11,4,2,8,6,12,8,4,1,3126,3323,L,68.96551724,72
Hard,01-02-2010,Dominik Hrbaty,Gael Monfils,183,193,32.07665982,23.41957563,R,R,0,7,3,4,6,3,11,4,154,13,324,2520,L,45.40816327,92
Hard,01-02-2010,Harel Levy,Josselin Ouanna,185,193,31.4934976,23.80287474,R,R,2,8,2,1,0,0,2,0,118,121,468,454,L,83.78378378,99.67391304
Hard,01-02-2010,David Guez,Raven Klaasen,185,180,27.15126626,27.29637235,R,R,0,5,3,3,5,4,7,4,132,181,415,98,L,75,75.6097561
Hard,01-02-2010,Jarkko Nieminen,Yen Hsun Lu,185,180,28.5284052,26.46954141,L,R,2,4,3,2,5,7,10,9,127,125,433,437,L,57.69230769,75
Hard,01-02-2010,Benjamin Balleret,Feliciano Lopez,185,188,27.04722793,28.36687201,R,L,7,4,2,6,5,1,10,3,170.5,39,194,985,L,59.25925926,84.61538462
Hard,01-02-2010,Blaz Kavcic,Thierry Ascione,188,188,22.91307324,29.0403833,R,R,6,0,5,4,5,6,10,11,117,147,472,338,W,66.12903226,63.26530612
Hard,01-02-2010,Rajeev Ram,Rik De Voest,193,180,25.87542779,29.65913758,R,R,16,5,2,3,4,3,6,8,83,181,588,194,W,76.92307692,60.56338028
Hard,01-02-2010,Brendan Evans,Stephane Robert,188,185,23.81930185,29.71115674,R,R,3,5,8,3,7,2,13,5,166,100,304,535,L,68.18181818,73.91304348
Hard,01-02-2010,Izak Van Der Merwe,Noam Okun,196,185,26.01779603,31.79739904,R,R,12,4,4,4,2,2,3,3,170.5,181,149,183,W,76.59574468,69.23076923
Hard,01-02-2010,Laurent Recouderc,Steve Darcis,178,178,25.5633128,25.88911704,R,R,4,6,2,3,9,3,13,8,139,104,376,512,W,69.64285714,60.34482759
Hard,01-02-2010,Dustin Brown,Marco Chiudinelli,196,185,25.14989733,28.39425051,R,R,13,5,6,6,11,0,12,2,141,53,370,806,W,90.19607843,82
Hard,01-02-2010,Somdev Devvarman,Xavier Malisse,180,185,24.96646133,29.53867214,R,R,2,1,1,2,4,2,5,6,162,106,317,506,W,64.28571429,60.60606061
Hard,01-02-2010,Alexandr Dolgopolov,Thiago Alves,180,178,21.23477071,27.69883641,R,R,17,8,6,3,8,8,13,10,115,134,477,394,L,72.88135593,67.79661017
Hard,01-02-2010,Filip Prpic,Ivan Navarro,173,183,27.68788501,28.28747433,R,R,5,7,2,1,5,1,5,3,170.5,126,132,434,W,75.55555556,68.88888889
Hard,01-02-2010,David Ferrer,Karol Beck,175,180,27.83572895,27.8329911,R,R,1,1,0,3,1,7,2,11,18,131,1780,416,W,71.875,65.71428571
Hard,01-02-2010,Gael Monfils,Josselin Ouanna,193,193,23.41957563,23.80287474,R,R,12,6,6,4,0,12,1,16,13,121,2520,454,W,91.17647059,74.41860465
Hard,01-02-2010,Raven Klaasen,Yen Hsun Lu,180,180,27.29637235,26.46954141,R,R,8,1,3,4,7,6,11,8,170.5,125,98,437,L,54.54545455,76.08695652
Hard,01-02-2010,Blaz Kavcic,Feliciano Lopez,188,188,22.91307324,28.36687201,R,L,3,10,4,4,0,3,2,3,117,39,472,985,L,77.5,89.18918919
Hard,01-02-2010,Bjorn Phau,Rajeev Ram,175,193,30.32991102,25.87542779,R,R,4,14,7,6,3,0,5,2,128,83,429,588,L,73.17073171,73.33333333
Hard,01-02-2010,Izak Van Der Merwe,Stephane Robert,196,185,26.01779603,29.71115674,R,R,4,1,1,4,0,6,2,6,170.5,100,149,535,L,78.26086957,76.08695652
Hard,01-02-2010,Dustin Brown,Laurent Recouderc,196,178,25.14989733,25.5633128,R,R,14,2,1,3,0,4,0,6,141,139,370,376,W,93.10344828,75.75757576
Hard,01-02-2010,Somdev Devvarman,Thiago Alves,180,178,24.96646133,27.69883641,R,R,6,2,0,1,3,3,3,6,162,134,317,394,W,82.85714286,56.41025641
Hard,01-02-2010,David Ferrer,Filip Prpic,175,173,27.83572895,27.68788501,R,R,2,3,3,5,5,6,6,9,18,181,1780,132,W,73.80952381,71.42857143
Hard,01-02-2010,Gael Monfils,Yen Hsun Lu,193,180,23.41957563,26.46954141,R,R,4,0,2,4,4,0,4,3,13,125,2520,437,W,70.58823529,70.58823529
Hard,01-02-2010,Feliciano Lopez,Rajeev Ram,188,193,28.36687201,25.87542779,L,R,12,12,4,2,7,3,7,4,39,83,985,588,W,79.06976744,75.67567568
Hard,01-02-2010,Dustin Brown,Stephane Robert,196,185,25.14989733,29.71115674,R,R,7,3,6,5,2,11,5,13,141,100,370,535,L,73.07692308,71.11111111
Hard,01-02-2010,David Ferrer,Somdev Devvarman,175,180,27.83572895,24.96646133,R,R,4,1,2,0,5,3,6,8,18,162,1780,317,W,80,50
Hard,01-02-2010,Feliciano Lopez,Gael Monfils,188,193,28.36687201,23.41957563,L,R,11,19,2,4,1,1,2,3,39,13,985,2520,W,82.22222222,82
Hard,01-02-2010,David Ferrer,Stephane Robert,175,185,27.83572895,29.71115674,R,R,4,3,4,6,1,6,5,8,18,100,1780,535,L,67.44186047,73.91304348
Hard,01-02-2010,Feliciano Lopez,Stephane Robert,188,185,28.36687201,29.71115674,L,R,11,3,1,1,0,9,0,12,39,100,985,535,W,77.77777778,58.82352941
Clay,01-02-2010,Fernando Gonzalez,Oscar Hernandez,183,180,29.51129363,31.81382615,R,R,6,2,1,1,1,6,1,10,11,71,2870,633,W,95.23809524,53.84615385
Clay,01-02-2010,Ruben Ramirez Hidalgo,Victor Crivoi,183,185,32.07118412,27.69062286,R,R,3,1,5,1,3,5,5,10,156,120,321,460,W,73.68421053,54.76190476
Clay,01-02-2010,Marcel Granollers,Martin Vassallo Arguello,190,183,23.80835044,29.97672827,R,R,3,0,3,3,3,5,4,6,112,99,483,535,W,79.48717949,65.78947368
Clay,01-02-2010,Horacio Zeballos,Lukasz Kubot,188,190,24.76659822,27.71526352,L,R,7,5,4,3,9,2,12,4,51,61,821,739,L,67.6056338,73.91304348
Clay,01-02-2010,Nicolas Lapentti,Thomaz Bellucci,188,188,33.47022587,22.091718,R,L,1,3,1,4,4,1,11,4,97,35,540,1121,L,59.45945946,75.67567568
Clay,01-02-2010,Eduardo Schwank,Paolo Lorenzi,183,183,23.77823409,28.13141684,R,R,3,0,4,8.5,8,11,11,15,79,86,608,580,W,69.76744186,62
Clay,01-02-2010,Hans Podlipnik Castillo,Jose Acasuso,183,190,22.06433949,27.28542094,R,R,0,6,3,1,5,0,10,0,170.5,49,54,880,L,45.71428571,86.36363636
Clay,01-02-2010,Joao Souza,Simon Greul,193,185,21.68377823,28.80492813,R,R,4,4,2,7,4,7,7,10,170.5,63,220,729,W,65.625,79.59183673
Clay,01-02-2010,Pere Riba,Santiago Ventura,183,183,21.82067077,30.0752909,R,R,3,1,3,2,1,4,3,8,119,107,461,506,W,71.79487179,62.5
Clay,01-02-2010,Alberto Martin,Marcos Daniel,175,180,31.45242984,31.58110883,R,R,1,6,7,3,8,5,12,11,129,89,429,565,W,68.35443038,67.64705882
Clay,01-02-2010,Pablo Cuevas,Ricardo Mello,180,175,24.08487337,29.11430527,R,L,5,2,3,3,5,3,10,6,47,138,901,380,L,66.66666667,66.66666667
Clay,01-02-2010,Peter Luczak,Potito Starace,183,188,30.42299795,28.55304586,R,R,5,5,1,1,3,3,3,4,73,64,631,707,W,71.05263158,64
Clay,01-02-2010,Jorge Aguilar,Juan Ignacio Chela,178,190,25.06502396,30.4257358,R,R,1,0,3,3,2,5,8,8,170.5,77,208,621,L,53.57142857,62.96296296
Clay,01-02-2010,Juan Monaco,Nicolas Massu,185,183,25.84531143,30.31348392,R,R,6,4,2,2,6,6,7,9,29,98,1250,537,W,81.08108108,68.75
Clay,01-02-2010,Fernando Gonzalez,Ruben Ramirez Hidalgo,183,183,29.51129363,32.07118412,R,R,8,1,3,1,2,3,3,7,11,156,2870,321,W,86.20689655,62.5
Clay,01-02-2010,Lukasz Kubot,Marcel Granollers,190,190,27.71526352,23.80835044,R,R,2,4,4,2,5,3,9,4,61,112,739,483,L,60.60606061,70
Clay,01-02-2010,Paul Capdeville,Thomaz Bellucci,190,188,26.83641342,22.091718,R,L,4,8,7,4,6,4,12,9,143,35,359,1121,L,65.26315789,73.68421053
Clay,01-02-2010,Eduardo Schwank,Jose Acasuso,183,190,23.77823409,27.28542094,R,R,4,6,3,0,0,2,1,5,79,49,608,880,W,86.11111111,66.66666667
